time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-06-12,20.4,15.7,25.4,0.0,,,7.5,,1023.4,321.0
2023-06-13,19.2,15.0,25.0,0.0,,,5.4,,1022.9,239.0
2023-06-14,19.8,17.0,25.0,0.3,,,6.0,,1023.6,242.0
2023-06-15,18.0,15.0,21.0,5.0,,,4.2,,1024.7,219.0
2023-06-16,19.4,16.0,25.0,0.0,,,4.7,,1023.7,273.0
2023-06-17,17.6,15.0,20.0,0.3,,,6.8,,1024.0,195.0
2023-06-18,18.5,14.0,23.2,0.7,,,6.2,,1023.8,248.0
2023-06-19,19.0,15.0,24.4,0.0,,,7.5,,1024.0,293.0
2023-06-20,19.8,16.0,25.7,0.0,,,6.5,,1023.2,354.0
2023-06-21,18.7,16.0,23.3,1.1,,,5.7,,1022.1,222.0
2023-06-22,18.2,15.0,23.0,0.1,,,4.2,,1023.2,134.0
2023-06-23,17.5,16.0,20.2,0.3,,,4.6,,1024.0,165.0
2023-06-24,18.3,14.0,24.0,1.1,,,4.7,,1023.8,192.0
2023-06-25,19.2,13.7,25.3,0.0,,,4.7,,1022.7,248.0
2023-06-26,18.3,14.0,24.4,0.4,,,7.6,,1023.0,255.0
2023-06-27,18.0,14.7,22.0,0.4,,,5.7,,1023.3,204.0
2023-06-28,19.2,13.0,24.7,0.3,,,7.4,,1024.6,232.0
2023-06-29,18.4,15.0,23.2,0.0,,,7.8,,1025.0,220.0
2023-06-30,18.3,16.0,22.0,0.8,,,8.9,,1025.5,160.0
2023-07-01,17.7,15.0,21.0,0.8,,,6.3,,1026.0,139.0
2023-07-02,17.3,14.7,20.0,0.8,,,4.5,,1026.7,150.0
2023-07-03,17.9,14.7,21.0,0.5,,,7.8,,1027.0,131.0
2023-07-04,16.8,14.7,20.0,1.3,,,11.6,,1026.0,125.0
2023-07-05,16.8,13.2,20.0,0.0,,,3.2,,1024.1,186.0
2023-07-06,17.5,13.7,21.3,0.0,,,9.0,,1022.1,171.0
2023-07-07,16.2,14.0,18.1,0.0,,,8.5,,1026.1,93.0
2023-07-08,16.7,13.0,21.2,0.1,,,7.6,,1025.8,151.0
2023-07-09,18.2,12.5,25.0,0.1,,,5.7,,1025.4,286.0
2023-07-10,19.7,12.0,28.0,0.0,,,10.2,,1023.8,441.0
2023-07-11,21.0,12.0,28.0,0.0,,,7.4,,1024.1,450.0
2023-07-12,18.2,16.0,22.2,0.0,,,8.0,,1025.1,301.0
2023-07-13,17.9,14.0,22.0,0.1,,,8.2,,1025.1,200.0
2023-07-14,19.3,13.0,24.0,0.1,,,7.3,,1025.0,241.0
2023-07-15,19.2,15.0,24.0,0.0,,,7.6,,1025.3,255.0
2023-07-16,17.5,13.0,23.4,0.0,,,5.4,,1026.0,304.0
2023-07-17,17.2,14.0,20.0,0.0,,,4.4,,1026.7,242.0
2023-07-18,17.4,14.0,22.0,0.0,,,4.7,,1026.0,220.0
2023-07-19,18.2,14.0,23.0,0.0,,,4.3,,1025.0,227.0
2023-07-20,19.6,12.0,27.0,0.0,,,3.2,,1024.7,306.0
2023-07-21,20.0,13.0,26.0,0.0,,,10.5,,1025.6,395.0
2023-07-22,18.8,15.0,22.5,0.0,,,4.6,,1026.9,279.0
2023-07-23,18.2,14.0,22.0,0.0,,,6.5,,1027.0,218.0
2023-07-24,17.9,14.0,22.3,0.0,,,6.2,,1025.8,211.0
2023-07-25,18.6,16.0,23.0,0.4,,,7.5,,1024.2,171.0
2023-07-26,18.2,15.6,23.0,0.0,,,6.7,,1024.5,157.0
2023-07-27,18.7,13.7,24.0,0.0,,,5.8,,1025.4,212.0
2023-07-28,17.9,15.0,21.0,0.3,,,9.3,,1025.8,134.0
2023-07-29,18.0,15.0,21.6,0.0,,,5.9,,1025.4,228.0
2023-07-30,19.0,13.3,26.0,0.3,,,9.4,,1024.2,235.0
2023-07-31,20.3,13.2,28.0,0.0,,,10.8,,1024.1,317.0
2023-08-01,18.2,14.0,23.2,0.5,,,9.7,,1024.7,205.0
2023-08-02,17.3,14.0,21.2,1.8,,,16.9,,1026.0,71.0
2023-08-03,16.9,13.5,19.3,1.5,,,9.0,,1027.2,98.0
2023-08-04,16.7,15.0,20.0,0.8,,,7.0,,1027.3,132.0
2023-08-05,17.4,14.0,22.0,0.0,,,7.7,,1028.2,161.0
2023-08-06,17.2,14.0,21.0,1.1,,,11.1,,1028.6,156.0
2023-08-07,18.2,14.0,24.0,0.1,,,14.4,,1026.1,194.0
2023-08-08,19.1,13.5,25.0,0.2,,,6.3,,1025.0,233.0
2023-08-09,17.5,14.7,21.5,0.0,,,5.1,,1025.1,149.0
2023-08-10,18.1,14.0,24.0,0.4,,,4.9,,1025.3,112.0
2023-08-11,18.7,15.0,24.0,0.0,,,6.8,,1024.4,164.0
2023-08-12,18.2,14.0,23.0,0.6,,,7.0,,1023.5,169.0
2023-08-13,18.7,14.6,25.0,0.0,,,11.8,,1022.8,265.0
2023-08-14,19.6,15.0,26.0,0.0,,,16.6,,1024.5,298.0
2023-08-15,20.5,15.0,26.5,0.2,,,9.2,,1024.3,306.0
2023-08-16,20.1,15.0,25.0,0.4,,,10.8,,1024.2,321.0
2023-08-17,19.3,15.8,24.0,0.9,,,9.8,,1024.1,261.0
2023-08-18,19.1,15.0,26.0,0.0,,,14.3,,1022.2,231.0
2023-08-19,19.8,14.0,27.0,0.0,,,10.4,,1022.7,404.0
2023-08-20,20.1,12.1,27.5,0.0,,,7.6,,1023.0,530.0
2023-08-21,19.6,12.8,26.1,0.0,,,8.6,,1022.1,523.0
2023-08-22,21.0,16.7,27.0,0.5,,,10.8,,1022.0,378.0
2023-08-23,20.4,15.0,27.0,0.0,,,11.3,,1020.8,414.0
2023-08-24,19.9,15.7,25.5,0.1,,,14.1,,1022.9,414.0
2023-08-25,19.7,12.5,27.0,0.0,,,10.2,,1021.8,514.0
2023-08-26,20.8,15.7,27.0,0.9,,,8.4,,1022.6,468.0
2023-08-27,21.0,14.8,28.0,0.0,,,11.7,,1023.1,463.0
2023-08-28,19.0,15.9,23.2,0.0,,,10.2,,1025.9,325.0
2023-08-29,18.6,14.0,23.1,0.3,,,12.8,,1025.0,281.0
2023-08-30,18.7,15.6,23.2,0.1,,,10.1,,1024.6,185.0
2023-08-31,18.6,15.0,23.0,2.2,,,7.4,,1024.9,181.0
2023-09-01,19.4,15.0,26.0,1.2,,,5.2,,1023.9,223.0
2023-09-02,20.2,16.7,26.0,1.7,,,10.8,,1024.0,256.0
2023-09-03,20.9,15.5,27.0,0.0,,,6.7,,1023.4,343.0
2023-09-04,20.0,15.7,26.0,0.0,,,7.6,,1022.5,367.0
2023-09-05,21.1,15.0,28.0,0.2,,,9.4,,1022.6,350.0
2023-09-06,20.9,14.6,29.0,1.9,,,6.9,,1021.9,314.0
2023-09-07,19.2,15.8,28.0,1.8,,,6.4,,1023.0,317.0
2023-09-08,18.1,15.1,23.2,3.9,,,6.7,,1023.4,233.0
2023-09-09,17.3,15.0,20.0,2.3,,,2.9,,1023.6,230.0
2023-09-10,19.9,15.0,25.5,0.1,,,8.5,,1022.8,331.0
2023-09-11,20.6,16.6,26.0,0.3,,,9.1,,1022.8,291.0
2023-09-12,19.8,15.1,27.5,0.4,,,8.5,,1023.2,298.0
2023-09-13,19.5,16.0,25.0,3.8,,,8.6,,1023.5,329.0
2023-09-14,20.0,15.0,25.4,2.2,,,10.9,,1022.8,428.0
2023-09-15,19.0,15.9,23.0,0.5,,,5.1,,1023.2,
2023-09-16,20.3,15.0,27.0,0.1,,,6.9,,1022.7,
2023-09-17,21.4,16.0,29.0,0.0,,,6.7,,1021.0,
2023-09-18,20.6,16.7,26.0,0.4,,,8.9,,1021.0,
2023-09-19,21.0,15.0,27.0,0.6,,,10.9,,1021.9,
2023-09-20,20.7,16.0,28.2,1.1,,,8.6,,1022.3,
2023-09-21,21.1,16.0,29.0,0.1,,,9.1,,1022.2,
2023-09-22,21.1,15.8,27.0,4.3,,,11.7,,1022.2,
2023-09-23,20.8,16.0,26.5,0.0,,,6.4,,1022.2,
2023-09-24,19.7,16.0,25.0,0.0,,,7.4,,1023.5,
2023-09-25,19.8,14.7,27.0,0.0,,,7.6,,1022.5,
2023-09-26,20.2,16.0,28.1,0.9,,,4.5,,1021.9,
2023-09-27,20.5,14.4,27.2,1.1,,,10.9,,1021.7,
2023-09-28,19.8,15.5,24.0,0.4,,,13.6,,1023.6,
2023-09-29,20.8,15.0,28.0,1.9,,,10.3,,1023.1,
2023-09-30,20.7,15.8,27.4,2.8,,,10.5,,1023.1,
2023-10-01,21.3,15.9,29.0,0.0,,,10.8,,1021.9,
2023-10-02,20.5,12.9,28.0,0.2,,,10.5,,1023.0,
2023-10-03,20.1,13.8,28.3,0.0,,,13.4,,1023.0,
2023-10-04,18.8,15.7,23.7,3.5,,,16.2,,1023.4,
2023-10-05,18.6,15.0,23.0,3.8,,,10.0,,1024.4,
2023-10-06,20.7,15.0,27.0,1.6,,,11.2,,1023.1,
2023-10-07,20.9,16.0,27.5,1.1,,,11.6,,1021.1,
2023-10-08,22.1,15.0,29.1,0.0,,,11.0,,1021.3,
2023-10-09,22.2,14.8,29.0,0.0,,,15.5,,1022.7,
2023-10-10,22.0,16.9,28.0,0.4,,,21.3,,1021.0,
2023-10-11,21.3,16.1,27.0,1.3,,,16.2,,1022.2,
2023-10-12,22.1,14.3,28.5,1.1,,,17.4,,1020.1,
2023-10-13,22.8,15.0,29.3,0.2,,,16.1,,1020.5,
2023-10-14,22.7,16.7,29.0,0.0,,,18.8,,1020.6,
2023-10-15,22.5,16.1,28.2,0.4,,,19.8,,1020.1,
2023-10-16,20.6,17.1,25.7,1.8,,,18.1,,1021.2,
2023-10-17,21.2,17.0,27.0,4.5,,,13.2,,1019.6,
2023-10-18,20.9,15.9,26.0,5.2,,,15.7,,1020.1,
2023-10-19,20.4,17.0,25.0,9.4,,,19.3,,1022.2,
2023-10-20,20.4,15.7,25.3,0.7,,,17.8,,1022.2,
2023-10-21,20.9,15.9,26.0,2.4,,,12.2,,1022.2,
2023-10-22,22.2,17.7,27.0,0.0,,,13.0,,1022.4,
2023-10-23,21.5,16.4,27.0,0.1,,,14.1,,1021.5,
2023-10-24,22.3,17.8,27.0,0.2,,,14.7,,1020.4,
2023-10-25,21.7,15.8,27.1,1.7,,,18.2,,1020.2,
2023-10-26,20.6,16.0,26.0,3.7,,,20.5,,1021.9,
2023-10-27,20.7,16.0,25.4,4.1,,,16.8,,1021.1,
2023-10-28,20.8,15.8,26.0,2.7,,,11.8,,1020.3,
2023-10-29,21.1,16.1,26.0,3.9,,,15.0,,1019.9,
2023-10-30,21.3,15.8,26.5,4.4,,,17.0,,1020.1,
2023-10-31,19.4,15.6,25.0,6.9,,,14.3,,1019.8,
2023-11-01,20.2,15.9,24.0,6.1,,,15.4,,1020.0,
2023-11-02,19.3,16.0,24.1,9.7,,,14.3,,1017.5,
2023-11-03,18.1,15.9,24.0,28.7,,,6.3,,1019.8,
2023-11-04,18.7,15.0,22.0,8.1,,,9.5,,1021.6,
2023-11-05,18.8,15.8,23.2,11.8,,,11.2,,1019.6,
2023-11-06,19.4,14.5,25.0,10.8,,,11.5,,1021.1,
2023-11-07,19.9,16.0,25.0,15.8,,,12.3,,1022.7,
2023-11-08,18.7,17.0,21.0,11.0,,,6.1,,1021.0,
2023-11-09,19.6,15.0,24.1,0.7,,,11.2,,1022.1,
2023-11-10,19.6,16.0,24.0,3.0,,,13.0,,1022.4,
2023-11-11,19.0,15.0,23.2,13.9,,,18.1,,1022.0,
2023-11-12,19.6,17.0,24.0,7.0,,,30.9,,1021.9,
2023-11-13,19.1,16.0,24.0,14.4,,,16.4,,1022.6,
2023-11-14,19.7,16.0,24.0,5.5,,,14.2,,1022.4,
2023-11-15,19.3,17.0,23.0,6.7,,,10.0,,1021.3,
2023-11-16,19.2,16.8,22.0,14.4,,,10.7,,1021.8,
2023-11-17,19.0,16.0,23.0,8.3,,,11.8,,1021.5,
2023-11-18,19.9,16.0,24.0,7.0,,,14.3,,1020.9,
2023-11-19,19.4,16.6,24.0,2.4,,,13.8,,1021.3,
2023-11-20,19.2,15.9,23.3,4.3,,,12.4,,1022.2,
2023-11-21,18.9,16.0,23.0,10.1,,,8.4,,1021.6,
2023-11-22,19.2,16.6,23.0,15.5,,,18.1,,1020.9,
2023-11-23,18.8,16.0,23.0,5.2,,,16.2,,1021.0,
2023-11-24,19.0,16.0,23.0,10.2,,,13.5,,1020.7,
2023-11-25,19.6,16.5,25.0,3.9,,,13.0,,1019.8,
2023-11-26,19.0,17.0,24.0,5.1,,,13.3,,1021.3,
2023-11-27,20.4,16.7,26.0,1.2,,,14.9,,1021.0,
2023-11-28,20.2,17.5,24.0,0.1,,,13.6,,1020.9,
2023-11-29,20.8,17.6,26.0,0.0,,,17.3,,1019.9,
2023-11-30,20.7,16.9,25.0,0.5,,,11.3,,1022.5,
2023-12-01,20.6,16.0,25.5,0.0,,,13.0,,1022.6,
2023-12-02,20.8,16.8,26.0,0.3,,,12.2,,1021.6,
2023-12-03,19.9,16.0,25.0,1.6,,,12.0,,1022.0,
2023-12-04,19.8,16.0,24.4,2.9,,,15.4,,1022.4,
2023-12-05,20.7,17.0,25.8,1.3,,,12.5,,1020.5,
2023-12-06,20.6,17.5,25.0,0.1,,,12.5,,1023.2,
2023-12-07,21.3,16.7,26.4,0.0,,,7.9,,1021.6,
2023-12-08,21.1,17.0,26.5,0.0,,,11.1,,1021.4,
2023-12-09,20.2,16.6,25.0,1.1,,,13.7,,1020.9,
2023-12-10,19.8,16.1,24.2,2.6,,,15.8,,1021.7,
2023-12-11,20.1,16.0,25.2,2.5,,,13.4,,1022.3,
2023-12-12,20.8,17.0,26.0,1.2,,,16.2,,1021.2,
2023-12-13,21.4,18.0,26.9,4.8,,,12.2,,1021.3,
2023-12-14,20.2,17.7,25.0,1.7,,,13.1,,1020.8,
2023-12-15,19.8,17.5,25.0,2.2,,,16.1,,1021.5,
2023-12-16,19.1,17.0,23.2,5.0,,,20.1,,1022.1,
2023-12-17,19.8,16.0,24.6,0.5,,,16.1,,1020.5,
2023-12-18,20.4,17.0,25.0,1.1,,,19.4,,1021.4,
2023-12-19,20.7,17.7,25.3,0.1,,,13.3,,1021.4,
2023-12-20,21.1,16.9,26.0,1.0,,,7.8,,1022.3,
2023-12-21,20.8,16.0,26.0,0.3,,,14.7,,1023.1,
2023-12-22,20.7,16.0,26.0,0.5,,,15.2,,1023.8,
2023-12-23,19.9,16.0,24.0,1.4,,,14.2,,1024.0,
2023-12-24,21.5,18.0,26.0,0.8,,,13.0,,1023.1,
2023-12-25,21.2,18.0,26.0,0.8,,,11.4,,1022.1,
2023-12-26,20.1,16.7,24.0,3.8,,,17.0,,1020.5,
2023-12-27,20.2,16.0,25.0,0.1,,,19.0,,1022.7,
2023-12-28,20.8,14.0,26.5,0.0,,,11.5,,1023.1,
2023-12-29,22.0,18.7,26.2,0.5,,,17.1,,1022.1,
2023-12-30,21.6,19.0,26.0,2.3,,,20.8,,1022.2,
2023-12-31,22.3,18.7,27.0,1.4,,,14.8,,1021.7,
2024-01-01,22.1,18.7,27.1,2.1,,,13.1,,1022.7,
2024-01-02,21.5,16.3,26.0,1.1,,,15.6,,1022.1,
2024-01-03,21.4,16.3,26.0,1.4,,,14.4,,1020.0,
2024-01-04,21.9,18.0,27.0,1.0,,,12.3,,1022.3,
2024-01-05,19.5,15.7,25.0,1.5,,,4.6,,1020.7,
2024-01-06,19.7,16.6,24.0,1.8,,,4.4,,1022.0,
2024-01-07,20.0,17.0,24.0,4.3,,,7.1,,1022.4,
2024-01-08,20.5,17.0,25.0,0.2,,,11.9,,1021.6,
2024-01-09,20.9,15.1,25.0,0.1,,,16.2,,1021.4,
2024-01-10,20.0,16.1,25.0,4.8,,,9.9,,1020.4,
2024-01-11,20.0,17.0,26.0,4.4,,,4.1,,1019.8,
2024-01-12,19.8,17.0,25.0,5.3,,,1.5,,1020.2,
2024-01-13,18.7,16.0,22.0,13.1,,,1.9,,1021.4,
2024-01-14,20.5,18.0,26.0,10.9,,,4.1,,1021.5,
2024-01-15,21.3,17.7,26.0,0.6,,,10.2,,1022.1,
2024-01-16,21.5,17.7,26.0,0.9,,,8.2,,1022.8,
2024-01-17,21.0,15.0,25.2,0.8,,,6.8,,1021.0,
2024-01-18,20.2,17.8,23.2,3.9,,,12.5,,1023.0,
2024-01-19,21.1,14.1,28.1,8.9,,,8.1,,1020.8,
2024-01-20,19.6,17.5,25.2,13.0,,,8.5,,1021.3,
2024-01-21,20.7,18.0,25.0,3.9,,,6.8,,1021.7,
2024-01-22,20.9,17.0,25.2,0.4,,,11.7,,1023.5,
2024-01-23,20.7,14.8,26.0,0.0,,,8.7,,1024.2,
2024-01-24,21.5,15.0,27.2,0.0,,,11.1,,1023.3,
2024-01-25,21.9,16.0,27.0,0.0,,,10.0,,1023.3,
2024-01-26,22.0,18.7,27.0,0.4,,,12.9,,1022.9,
2024-01-27,22.0,17.5,27.0,1.9,,,17.0,,1023.0,
2024-01-28,22.1,18.0,27.0,1.5,,,15.4,,1023.2,
2024-01-29,22.1,18.0,26.9,0.0,,,14.6,,1022.9,
2024-01-30,22.3,18.0,27.0,0.2,,,9.2,,1023.3,
2024-01-31,21.7,18.0,26.4,0.2,,,11.7,,1023.4,
2024-02-01,22.0,17.6,27.0,0.1,,,10.2,,1024.1,
2024-02-02,21.6,15.7,28.0,0.0,,,6.9,,1023.4,
2024-02-03,22.8,17.8,28.0,0.4,,,14.1,,1020.9,
2024-02-04,22.5,18.0,28.0,0.9,,,12.4,,1022.4,
2024-02-05,22.5,16.5,28.0,0.2,,,16.6,,1022.1,
2024-02-06,22.8,18.7,29.0,0.1,,,12.2,,1024.1,
2024-02-07,22.2,16.7,27.0,0.1,,,9.9,,1022.9,
2024-02-08,21.9,18.0,26.6,1.1,,,10.6,,1024.0,
2024-02-09,22.9,18.0,28.0,0.0,,,13.7,,1022.4,
2024-02-10,22.6,18.9,28.1,1.4,,,15.8,,1023.2,
2024-02-11,21.6,17.0,27.5,0.0,,,11.8,,1019.1,
2024-02-12,22.1,15.6,28.0,0.0,,,14.1,,1021.0,
2024-02-13,22.9,18.0,28.0,0.0,,,11.7,,1021.9,
2024-02-14,22.8,17.0,29.1,0.0,,,14.3,,1022.1,
2024-02-15,22.9,18.0,29.0,0.0,,,11.2,,1020.2,
2024-02-16,22.9,19.0,28.1,0.2,,,13.8,,1023.0,
2024-02-17,22.8,17.7,29.0,0.0,,,13.3,,1022.2,
2024-02-18,23.8,16.0,31.0,0.0,,,12.1,,1021.5,
2024-02-19,24.3,18.0,30.1,0.1,,,9.0,,1019.5,
2024-02-20,24.0,19.7,30.0,0.4,,,14.8,,1021.1,
2024-02-21,23.6,19.0,29.0,0.5,,,19.4,,1020.4,
2024-02-22,22.0,18.0,27.0,0.0,,,15.6,,1021.2,
2024-02-23,21.5,18.0,25.1,1.2,,,23.0,,1021.5,
2024-02-24,19.0,17.0,22.0,3.3,,,7.2,,1021.3,
2024-02-25,21.1,15.7,26.5,0.0,,,5.6,,1021.1,
2024-02-26,22.2,17.7,29.0,0.6,,,6.7,,1019.1,
2024-02-27,20.8,17.7,27.5,1.9,,,8.0,,1019.9,
2024-02-28,21.0,16.7,27.0,9.4,,,8.5,,1020.8,
2024-02-29,22.0,15.8,28.0,0.1,,,9.2,,1019.7,
2024-03-01,22.3,17.0,27.0,0.2,,,6.8,,1020.6,
2024-03-02,22.9,18.8,28.0,0.0,,,11.8,,1020.6,
2024-03-03,22.8,17.0,28.3,0.0,,,6.3,,1021.5,
2024-03-04,22.9,17.2,29.0,0.0,,,6.7,,1020.4,
2024-03-05,22.0,19.0,26.0,1.6,,,13.3,,1022.9,
2024-03-06,21.6,18.0,26.2,2.6,,,11.7,,1022.1,
2024-03-07,21.6,15.2,28.0,0.0,,,9.3,,1020.1,
2024-03-08,22.8,17.0,28.6,0.0,,,13.0,,1017.7,
2024-03-09,22.1,18.0,27.0,0.2,,,11.5,,1017.6,
2024-03-10,22.6,18.5,27.0,0.3,,,13.9,,1019.2,
2024-03-11,22.2,17.7,27.0,0.0,,,15.0,,1018.1,
2024-03-12,22.2,14.6,28.1,0.0,,,11.2,,1022.2,
2024-03-13,22.1,15.5,28.2,0.1,,,11.7,,1018.6,
2024-03-14,22.1,17.0,27.0,0.2,,,14.0,,1023.2,
2024-03-15,21.8,17.7,27.0,0.0,,,17.0,,1018.5,
2024-03-16,21.7,16.7,27.0,0.0,,,12.4,,1021.0,
2024-03-17,23.2,15.0,30.0,0.0,,,9.2,,1021.8,
2024-03-18,23.3,18.0,29.0,0.1,,,16.0,,1021.0,
2024-03-19,23.2,18.0,29.0,0.7,,,18.1,,1018.5,
2024-03-20,23.0,18.6,28.3,0.5,,,16.5,,1021.2,
2024-03-21,23.2,19.0,29.0,0.2,,,11.2,,1019.0,
2024-03-22,23.9,18.7,30.0,0.0,,,11.1,,1018.3,
2024-03-23,22.3,18.0,29.1,1.2,,,6.2,,1017.3,
2024-03-24,21.4,17.7,27.0,4.4,,,8.3,,1019.6,
2024-03-25,21.7,16.7,28.0,2.2,,,9.6,,1021.5,
2024-03-26,22.3,17.4,27.0,2.0,,,14.8,,1019.8,
2024-03-27,21.2,17.2,26.0,4.5,,,16.2,,1021.7,
2024-03-28,21.5,17.1,26.0,2.0,,,17.7,,1023.4,
2024-03-29,21.9,15.4,27.0,3.7,,,17.4,,1022.0,
2024-03-30,20.3,16.7,26.0,3.7,,,16.3,,1021.5,
2024-03-31,20.2,16.6,25.0,4.1,,,19.2,,1022.3,
2024-04-01,20.6,16.6,25.0,5.9,,,17.3,,1022.7,
2024-04-02,20.6,17.3,26.0,1.3,,,9.3,,1020.7,
2024-04-03,20.7,17.0,26.0,6.0,,,5.6,,1020.9,
2024-04-04,20.6,16.9,25.0,5.4,,,6.9,,1021.0,
2024-04-05,20.7,17.7,25.3,11.7,,,10.0,,1021.4,
2024-04-06,19.0,16.0,23.0,15.6,,,4.4,,1021.4,
2024-04-07,21.4,17.0,26.2,7.5,,,8.9,,1020.6,
2024-04-08,20.8,17.0,26.0,13.5,,,4.9,,1020.0,
2024-04-09,20.6,17.0,27.1,6.9,,,6.4,,1021.3,
2024-04-10,22.2,18.0,27.2,1.4,,,7.0,,1021.0,
2024-04-11,21.9,17.0,27.0,1.2,,,7.1,,1021.4,
2024-04-12,21.1,17.0,25.0,14.3,,,7.7,,1021.2,
2024-04-13,20.6,17.0,25.0,4.9,,,8.3,,1019.8,
2024-04-14,20.9,18.0,26.8,14.9,,,5.0,,1021.7,
2024-04-15,19.7,16.0,25.0,16.7,,,8.1,,1022.9,
2024-04-16,20.5,16.0,26.0,1.5,,,4.4,,1023.7,
2024-04-17,20.9,17.8,26.5,1.3,,,8.9,,1021.8,
2024-04-18,21.2,17.0,26.0,3.8,,,8.0,,1021.8,
2024-04-19,20.5,16.7,27.0,5.5,,,7.9,,1021.3,
2024-04-20,20.4,17.0,26.0,2.2,,,10.9,,1019.8,
2024-04-21,19.6,17.0,24.0,20.7,,,6.6,,1020.8,
2024-04-22,20.1,17.0,26.0,16.1,,,7.0,,1021.0,
2024-04-23,20.5,17.6,24.5,1.5,,,5.9,,1020.5,
2024-04-24,19.5,17.0,25.0,13.9,,,4.9,,1019.3,
2024-04-25,20.3,17.5,25.0,21.5,,,9.5,,1020.4,
2024-04-26,19.0,17.0,23.0,22.6,,,5.2,,1021.6,
2024-04-27,19.9,16.0,26.0,0.7,,,4.1,,1021.2,
2024-04-28,19.3,17.2,23.0,12.0,,,3.9,,1020.8,
2024-04-29,19.7,16.5,24.8,6.3,,,3.0,,1020.3,
2024-04-30,20.9,17.2,26.0,11.7,,,3.9,,1019.8,
2024-05-01,20.4,16.6,24.0,10.2,,,9.8,,1019.2,
2024-05-02,19.8,17.7,26.0,14.3,,,4.2,,1019.0,
2024-05-03,20.9,17.7,25.4,19.7,,,8.3,,1020.2,
2024-05-04,19.5,17.5,23.0,1.4,,,3.0,,1021.5,
2024-05-05,20.5,17.0,26.3,3.8,,,6.3,,1021.0,
2024-05-06,19.2,16.8,24.0,1.4,,,3.7,,1021.5,
2024-05-07,19.5,17.0,23.0,11.5,,,4.7,,1022.3,
2024-05-08,19.2,16.8,22.0,5.5,,,5.4,,1021.5,
2024-05-09,18.9,16.0,23.0,5.4,,,4.6,,1021.5,
2024-05-10,19.4,17.0,23.9,6.5,,,6.6,,1022.5,
2024-05-11,20.6,16.0,26.0,0.4,,,5.9,,1023.1,
2024-05-12,20.6,16.0,25.1,1.0,,,7.3,,1022.8,
2024-05-13,20.5,16.0,26.0,0.0,,,8.3,,1022.3,
2024-05-14,20.4,15.6,25.2,0.0,,,3.8,,1022.1,
2024-05-15,20.8,17.0,25.6,0.4,,,4.8,,1023.2,
2024-05-16,20.4,16.0,26.7,0.2,,,5.8,,1022.8,
2024-05-17,20.4,14.9,26.2,0.2,,,3.3,,1023.0,
2024-05-18,20.8,14.1,26.4,0.2,,,4.7,,1021.5,
2024-05-19,20.8,16.1,26.7,1.6,,,5.6,,1021.2,
2024-05-20,20.9,17.5,25.5,6.7,,,9.0,,1020.9,
2024-05-21,20.5,17.0,25.1,3.1,,,5.6,,1022.8,
2024-05-22,19.8,16.0,24.5,0.8,,,7.0,,1023.6,
2024-05-23,19.1,16.0,23.0,4.8,,,4.7,,1023.5,
2024-05-24,19.8,15.8,25.0,1.0,,,2.2,,1023.0,
2024-05-25,19.2,13.5,25.1,1.7,,,1.2,,1022.9,
2024-05-26,20.1,13.5,25.1,0.3,,,5.9,,1023.5,
2024-05-27,20.6,15.5,27.0,0.0,,,7.5,,1022.6,
2024-05-28,19.3,16.0,24.4,0.0,,,9.3,,1024.5,
2024-05-29,19.5,16.0,24.0,0.0,,,6.7,,1023.5,
2024-05-30,19.9,14.7,26.0,0.0,,,6.3,,1020.6,
2024-05-31,20.1,15.5,26.0,0.0,,,7.4,,1023.5,
2024-06-01,19.7,15.5,25.0,0.0,,,5.5,,1023.8,
2024-06-02,20.1,16.0,25.4,0.0,,,6.8,,1023.7,
2024-06-03,20.4,16.0,25.0,0.6,,,3.2,,1022.2,
2024-06-04,20.3,17.0,26.0,11.7,,,4.1,,1023.0,
2024-06-05,19.6,15.5,24.1,0.0,,,6.6,,1021.9,
2024-06-06,19.3,15.9,23.6,0.0,,,2.3,,1023.6,
2024-06-07,19.1,14.7,25.0,0.6,,,7.3,,1022.9,
2024-06-08,18.8,15.4,24.5,1.4,,,5.4,,1023.6,
2024-06-09,17.3,15.0,21.8,0.1,,,2.6,,1024.1,
2024-06-10,18.7,15.0,23.7,0.0,,,4.7,,1024.8,
2024-06-11,18.2,12.7,23.1,0.2,,,7.3,,1021.9,
2024-06-12,18.3,13.0,24.0,0.0,,,4.2,,1024.8,
2024-06-13,18.9,12.6,24.1,0.0,,,5.2,,1024.6,
2024-06-14,18.9,11.6,25.0,0.2,,,7.9,,1023.1,
2024-06-15,19.2,15.0,24.0,0.7,,,7.3,,1021.9,
2024-06-16,19.2,13.0,24.0,0.0,,,8.1,,1022.2,
2024-06-17,19.2,14.0,25.0,0.0,,,5.3,,1021.9,
2024-06-18,18.4,12.5,24.0,0.0,,,5.2,,1024.2,
2024-06-19,18.7,15.0,24.0,0.6,,,3.9,,1023.8,
2024-06-20,17.6,15.0,21.0,7.3,,,4.3,,1025.1,
2024-06-21,17.5,14.0,22.0,4.1,,,8.4,,1025.7,
2024-06-22,16.9,13.5,22.0,0.0,,,5.3,,1024.9,
2024-06-23,17.0,11.0,23.0,0.0,,,4.0,,1022.7,
2024-06-24,17.0,12.9,23.0,0.0,,,4.5,,1024.3,
